order_id	affiliate_id	product_id	commission	status
771	325	179	190000.00	cancelled
772	325	179	190000.00	added
774	53	179	190000.00	added
776	887	179	190000.00	cancelled
801	141	179	190000.00	cancelled
907	53	179	190000.00	pending
1185	281	179	190000.00	added
1186	119	179	220000.00	cancelled
1187	170	179	220000.00	added
1188	1247	179	220000.00	added
1189	325	179	220000.00	added
1193	281	179	220000.00	cancelled
1194	198	179	220000.00	added
1196	325	179	220000.00	added
1197	53	179	220000.00	added
1198	170	179	220000.00	cancelled
1199	53	179	220000.00	added
1200	325	179	220000.00	added
1201	170	179	220000.00	cancelled
1203	170	179	220000.00	cancelled
1204	53	179	220000.00	added
1205	170	179	220000.00	added
1206	170	179	220000.00	cancelled
1207	53	179	220000.00	added
1209	170	179	220000.00	cancelled
1210	53	179	220000.00	cancelled
1211	53	179	220000.00	added
1212	53	179	220000.00	added
1213	887	179	220000.00	added
1214	170	179	220000.00	added
1215	53	179	220000.00	added
1216	141	179	220000.00	cancelled
1217	53	179	220000.00	added
1218	325	179	220000.00	added
1219	141	179	220000.00	cancelled
1220	262	179	220000.00	cancelled
1221	141	179	220000.00	cancelled
1222	141	179	220000.00	cancelled
1223	198	179	220000.00	added
1224	141	179	220000.00	cancelled
1225	170	179	220000.00	cancelled
1227	96	179	220000.00	cancelled
1228	325	179	220000.00	cancelled
1230	325	179	220000.00	cancelled
1231	141	179	220000.00	added
1232	141	179	220000.00	cancelled
1234	325	179	220000.00	added
1235	53	179	220000.00	added
1236	141	179	220000.00	added
1237	141	179	220000.00	added
1238	1227	179	220000.00	cancelled
1239	53	179	220000.00	added
1240	188	179	220000.00	added
1241	198	179	220000.00	added
1242	53	179	220000.00	added
1243	1280	179	220000.00	added
1244	53	179	220000.00	added
1245	887	179	220000.00	cancelled
1247	325	179	220000.00	added
1248	53	179	220000.00	cancelled
1250	325	179	220000.00	added
1251	53	179	220000.00	cancelled
1252	325	179	220000.00	added
1253	887	179	220000.00	added
1254	53	179	220000.00	cancelled
1260	141	179	220000.00	cancelled
1261	141	179	220000.00	cancelled
1262	141	179	220000.00	added
1277	141	179	220000.00	cancelled
1278	141	179	220000.00	added
1279	1280	179	220000.00	added
1283	325	179	220000.00	cancelled
1284	92	179	220000.00	added
1285	1280	179	240000.00	cancelled
1286	53	179	240000.00	cancelled
1287	141	179	240000.00	cancelled
1289	53	179	240000.00	added
1290	92	179	240000.00	added
1291	1227	179	240000.00	cancelled
1292	1227	179	240000.00	cancelled
1293	325	179	240000.00	cancelled
1294	325	179	240000.00	cancelled
1295	1011	179	240000.00	added
1297	141	179	240000.00	cancelled
1298	53	179	240000.00	cancelled
1299	141	179	240000.00	added
1300	92	179	240000.00	cancelled
1301	74	179	240000.00	added
1302	141	179	240000.00	added
1303	1280	179	240000.00	added
1305	141	179	240000.00	added
1307	141	179	240000.00	added
1308	141	179	240000.00	cancelled
1309	141	179	240000.00	cancelled
1310	92	179	240000.00	added
1311	141	179	240000.00	cancelled
1312	887	179	240000.00	added
1313	141	179	240000.00	cancelled
1314	887	179	240000.00	added
1316	170	179	240000.00	added
1317	170	179	240000.00	cancelled
1318	170	179	240000.00	cancelled
1319	170	179	240000.00	cancelled
1320	170	179	240000.00	cancelled
1321	170	179	240000.00	added
1322	170	179	240000.00	cancelled
1323	170	179	240000.00	added
1324	1280	179	240000.00	cancelled
1325	1343	179	240000.00	cancelled
1326	1280	179	240000.00	cancelled
1327	141	179	240000.00	cancelled
1328	170	179	240000.00	cancelled
1329	325	179	240000.00	cancelled
1330	1280	179	240000.00	cancelled
1331	170	179	240000.00	added
1332	53	179	240000.00	cancelled
1333	141	179	240000.00	cancelled
1335	1280	179	240000.00	cancelled
1337	1280	179	240000.00	added
1338	325	179	240000.00	added
1339	325	179	240000.00	added
1340	1343	179	240000.00	added
1341	141	179	240000.00	cancelled
1343	53	179	240000.00	added
1344	141	179	240000.00	cancelled
1345	141	179	240000.00	cancelled
1346	141	179	240000.00	cancelled
1347	262	179	240000.00	cancelled
1348	1011	179	240000.00	added
1349	92	179	240000.00	cancelled
1350	325	179	240000.00	added
1352	325	179	240000.00	added
1355	262	179	240000.00	cancelled
1356	141	179	240000.00	cancelled
1357	170	179	240000.00	cancelled
1359	1011	179	240000.00	added
1361	106	179	240000.00	added
1362	887	179	240000.00	cancelled
1365	141	179	240000.00	added
1368	141	179	240000.00	cancelled
1369	170	179	240000.00	added
1372	1343	179	240000.00	added
1373	1411	179	240000.00	added
1374	325	179	240000.00	cancelled
1376	96	179	240000.00	added
1377	141	179	240000.00	cancelled
1378	262	179	240000.00	cancelled
1379	325	179	240000.00	cancelled
1380	96	179	240000.00	cancelled
1381	141	179	240000.00	cancelled
1382	96	179	240000.00	added
1383	141	179	240000.00	added
1384	141	179	240000.00	added
1385	96	179	240000.00	cancelled
1386	141	179	240000.00	added
1387	1343	179	240000.00	cancelled
1389	281	179	240000.00	cancelled
1390	1343	179	240000.00	added
1391	170	179	240000.00	added
1392	170	179	240000.00	cancelled
1393	170	179	240000.00	added
1394	170	179	240000.00	added
1395	170	179	240000.00	added
1396	170	179	240000.00	added
1397	170	179	240000.00	cancelled
1398	53	179	240000.00	added
1399	141	179	240000.00	added
1400	141	179	240000.00	cancelled
1401	170	179	240000.00	added
1402	1343	179	240000.00	cancelled
1403	1343	179	240000.00	cancelled
1404	1343	179	240000.00	added
1405	1343	179	240000.00	added
1406	267	179	240000.00	added
1408	1280	179	240000.00	added
1409	887	179	240000.00	added
1410	141	179	240000.00	added
1411	141	179	240000.00	added
1412	141	179	240000.00	added
1413	1343	179	240000.00	added
1414	325	179	240000.00	cancelled
1415	1280	179	240000.00	added
1416	325	179	240000.00	added
1417	141	179	240000.00	cancelled
1418	141	179	240000.00	added
1419	141	179	240000.00	cancelled
1421	1343	179	240000.00	added
1422	53	179	240000.00	cancelled
1423	141	179	240000.00	cancelled
1424	141	179	240000.00	cancelled
1425	1280	179	240000.00	cancelled
1426	170	179	240000.00	cancelled
1427	170	179	240000.00	cancelled
1428	170	179	240000.00	added
1429	170	179	240000.00	cancelled
1430	170	179	240000.00	added
1431	170	179	240000.00	added
1432	281	179	240000.00	cancelled
1433	141	179	240000.00	added
1434	1280	179	240000.00	cancelled
1435	53	179	240000.00	cancelled
1436	141	179	240000.00	cancelled
1437	141	179	240000.00	cancelled
1438	141	179	240000.00	added
1439	170	179	240000.00	added
1440	53	179	240000.00	cancelled
1441	106	179	240000.00	cancelled
1442	53	179	240000.00	cancelled
1443	1280	179	240000.00	added
1447	53	179	240000.00	added
1448	170	179	240000.00	added
1450	53	179	240000.00	added
1451	141	179	240000.00	cancelled
1452	1280	179	240000.00	added
1453	170	179	240000.00	added
1455	141	179	240000.00	added
1456	332	179	240000.00	cancelled
1457	1343	179	240000.00	cancelled
1459	1343	179	240000.00	added
1461	170	179	240000.00	cancelled
1462	325	179	240000.00	added
1463	332	179	240000.00	cancelled
1464	141	179	240000.00	cancelled
1465	170	179	240000.00	cancelled
1466	170	179	240000.00	added
1467	170	179	240000.00	added
1468	170	179	240000.00	added
1469	170	179	240000.00	cancelled
1470	170	179	240000.00	added
1471	170	179	240000.00	cancelled
1472	170	179	240000.00	cancelled
1473	170	179	240000.00	added
1474	170	179	240000.00	added
1475	170	179	240000.00	added
1476	170	179	240000.00	cancelled
1477	170	179	240000.00	added
1478	170	179	240000.00	cancelled
1479	141	179	240000.00	cancelled
1480	170	179	240000.00	cancelled
1481	170	179	240000.00	added
1482	170	179	240000.00	cancelled
1483	325	179	240000.00	added
1484	170	179	240000.00	added
1485	53	179	240000.00	added
1486	53	179	240000.00	cancelled
1488	170	179	240000.00	added
1489	170	179	240000.00	added
1490	141	179	240000.00	cancelled
1491	170	179	240000.00	cancelled
1492	170	179	240000.00	added
1493	170	179	240000.00	added
1494	1343	179	240000.00	cancelled
1495	170	179	240000.00	cancelled
1496	141	179	240000.00	added
1498	170	179	240000.00	added
1499	325	179	240000.00	added
1500	53	179	240000.00	cancelled
1501	170	179	240000.00	added
1502	141	179	240000.00	cancelled
1505	325	179	240000.00	cancelled
1511	170	179	240000.00	added
1512	141	179	240000.00	added
1513	1545	179	240000.00	cancelled
1514	281	179	240000.00	cancelled
1516	1343	179	240000.00	cancelled
1519	325	179	240000.00	cancelled
1521	141	179	240000.00	cancelled
1525	325	179	240000.00	cancelled
1526	1545	179	240000.00	added
1527	1545	179	240000.00	cancelled
1528	1545	179	240000.00	cancelled
1529	1545	179	240000.00	cancelled
1532	170	179	240000.00	added
1547	1545	179	240000.00	cancelled
1549	1545	179	240000.00	added
1556	1525	179	240000.00	added
1557	1343	179	240000.00	added
1558	1343	179	240000.00	cancelled
1559	1343	179	240000.00	added
1560	1545	179	240000.00	cancelled
1561	170	179	240000.00	cancelled
1562	170	179	240000.00	added
1563	325	179	240000.00	cancelled
1564	53	179	240000.00	cancelled
1565	1545	179	240000.00	added
1566	1525	179	240000.00	added
1567	1545	179	240000.00	added
1568	141	179	240000.00	cancelled
1569	170	179	240000.00	added
1570	141	179	240000.00	cancelled
1571	170	179	240000.00	added
1573	1545	179	240000.00	added
1574	53	179	240000.00	added
1575	325	179	240000.00	added
1576	1525	179	240000.00	added
1578	325	179	240000.00	cancelled
1579	325	179	240000.00	added
1580	325	179	240000.00	added
1581	325	179	240000.00	added
1582	325	179	240000.00	added
1583	325	179	240000.00	added
1584	325	179	240000.00	cancelled
1585	325	179	240000.00	added
1586	325	179	240000.00	added
1587	325	179	240000.00	added
1588	325	179	240000.00	cancelled
1589	325	179	240000.00	added
1590	325	179	240000.00	cancelled
1592	325	179	240000.00	cancelled
1593	325	179	240000.00	added
1594	53	179	240000.00	added
1595	325	179	240000.00	added
1596	53	179	240000.00	added
1599	1343	179	240000.00	cancelled
1601	325	179	240000.00	cancelled
1602	1280	179	240000.00	cancelled
1603	1280	179	240000.00	added
1605	170	179	240000.00	added
1606	170	179	240000.00	cancelled
1607	170	179	240000.00	cancelled
1608	170	179	240000.00	added
1609	170	179	240000.00	cancelled
1610	170	179	240000.00	added
1611	325	179	240000.00	added
1612	1280	179	240000.00	cancelled
1613	170	179	240000.00	cancelled
1614	170	179	240000.00	added
1616	170	179	240000.00	added
1617	170	179	240000.00	added
1618	170	179	240000.00	cancelled
1619	332	179	240000.00	cancelled
1620	332	179	240000.00	cancelled
1621	332	179	240000.00	added
1622	332	179	240000.00	added
1623	332	179	240000.00	cancelled
1624	332	179	240000.00	added
1625	332	179	240000.00	cancelled
1626	332	179	240000.00	cancelled
1627	332	179	240000.00	added
1628	332	179	240000.00	added
1629	332	179	240000.00	added
1630	1280	179	240000.00	added
1631	170	179	240000.00	added
1633	1343	179	240000.00	added
1634	1343	179	240000.00	cancelled
1635	1343	179	240000.00	added
1636	1343	179	240000.00	added
1637	1343	179	240000.00	added
1638	1343	179	240000.00	added
1639	1343	179	240000.00	added
1640	1343	179	240000.00	cancelled
1641	53	179	240000.00	cancelled
1642	141	179	240000.00	added
1643	141	179	240000.00	added
1644	141	179	240000.00	added
1645	141	179	240000.00	cancelled
1646	141	179	240000.00	cancelled
1647	141	179	240000.00	cancelled
1648	141	179	240000.00	cancelled
1649	141	179	240000.00	cancelled
1650	141	179	240000.00	cancelled
1651	141	179	240000.00	added
1652	141	179	240000.00	added
1653	141	179	240000.00	added
1654	141	179	240000.00	cancelled
1655	1343	179	240000.00	added
1656	1343	179	240000.00	cancelled
1657	1280	179	240000.00	cancelled
1658	1280	179	240000.00	added
1659	332	179	240000.00	cancelled
1660	1343	179	240000.00	cancelled
1661	53	179	240000.00	added
1662	53	179	240000.00	cancelled
1663	1280	179	240000.00	cancelled
1664	332	179	240000.00	cancelled
1665	1280	179	240000.00	added
1666	1343	179	240000.00	cancelled
1667	1280	179	240000.00	cancelled
1668	325	179	240000.00	added
1669	1525	179	240000.00	cancelled
1671	170	179	240000.00	added
1672	325	179	240000.00	cancelled
1673	53	179	240000.00	added
1674	53	179	240000.00	cancelled
1675	1280	179	240000.00	added
1676	170	179	240000.00	cancelled
1677	1280	179	240000.00	added
1678	1343	179	240000.00	added
1679	1343	179	240000.00	cancelled
1680	1343	179	240000.00	cancelled
1681	1343	179	240000.00	added
1682	1343	179	240000.00	added
1683	325	179	240000.00	cancelled
1685	325	179	240000.00	added
1686	325	179	240000.00	cancelled
1687	325	179	240000.00	cancelled
1688	325	179	240000.00	cancelled
1689	325	179	240000.00	cancelled
1690	325	179	240000.00	added
1691	325	179	240000.00	cancelled
1692	325	179	240000.00	added
1693	325	179	240000.00	cancelled
1694	325	179	240000.00	added
1695	325	179	240000.00	added
1696	325	179	240000.00	cancelled
1697	325	179	240000.00	added
1698	325	179	240000.00	cancelled
1699	325	179	240000.00	cancelled
1700	325	179	240000.00	added
1701	325	179	240000.00	cancelled
1702	325	179	240000.00	cancelled
1703	325	179	240000.00	cancelled
1704	325	179	240000.00	added
1705	325	179	240000.00	cancelled
1706	325	179	240000.00	added
1707	325	179	240000.00	added
1709	325	179	240000.00	added
1711	325	179	240000.00	cancelled
1712	170	179	240000.00	added
1713	170	179	240000.00	added
1714	170	179	240000.00	added
1715	170	179	240000.00	cancelled
1716	170	179	240000.00	added
1717	170	179	240000.00	added
1718	170	179	240000.00	added
1719	170	179	240000.00	cancelled
1720	170	179	240000.00	added
1721	170	179	240000.00	added
1722	170	179	240000.00	cancelled
1723	170	179	240000.00	cancelled
1724	170	179	240000.00	cancelled
1725	170	179	240000.00	cancelled
1726	170	179	240000.00	added
1727	170	179	240000.00	cancelled
1728	170	179	240000.00	cancelled
1729	170	179	240000.00	cancelled
1730	1280	179	240000.00	added
1731	170	179	240000.00	added
1732	170	179	240000.00	added
1733	325	179	240000.00	added
1734	325	179	240000.00	added
1735	141	179	240000.00	cancelled
1736	1280	179	240000.00	cancelled
1737	170	179	240000.00	added
1738	170	179	240000.00	added
1739	325	179	240000.00	added
1740	170	179	240000.00	added
1742	170	179	240000.00	cancelled
1743	141	179	240000.00	cancelled
1744	53	179	240000.00	cancelled
1745	332	179	240000.00	added
1746	141	179	240000.00	added
1747	141	179	240000.00	cancelled
1748	141	179	240000.00	cancelled
1750	325	179	240000.00	added
1751	325	179	240000.00	added
1752	325	179	240000.00	cancelled
1753	325	179	240000.00	added
1754	325	179	240000.00	added
1755	325	179	240000.00	added
1756	325	179	240000.00	added
1757	325	179	240000.00	cancelled
1758	325	179	240000.00	added
1759	325	179	240000.00	added
1760	141	179	240000.00	added
1761	53	179	240000.00	cancelled
1762	1280	179	240000.00	added
1764	141	179	240000.00	added
1765	141	179	240000.00	added
1766	141	179	240000.00	added
1767	141	179	240000.00	added
1768	141	179	240000.00	added
1769	141	179	240000.00	added
1770	141	179	240000.00	cancelled
1771	141	179	240000.00	cancelled
1772	141	179	240000.00	cancelled
1773	141	179	240000.00	cancelled
1774	141	179	240000.00	added
1775	170	179	240000.00	cancelled
1776	332	179	240000.00	cancelled
1777	325	179	240000.00	added
1778	325	179	240000.00	added
1779	141	179	240000.00	added
1780	141	179	240000.00	added
1781	170	179	240000.00	added
1782	170	179	240000.00	added
1783	141	179	240000.00	added
1784	53	179	240000.00	cancelled
1785	170	179	240000.00	added
1786	1525	179	240000.00	added
1788	141	179	240000.00	added
1791	104	179	240000.00	cancelled
1793	141	179	240000.00	cancelled
1794	141	179	240000.00	added
1795	53	179	240000.00	cancelled
1798	1280	179	240000.00	added
1799	1280	179	240000.00	added
1800	53	179	240000.00	cancelled
1801	273	179	240000.00	added
1802	53	179	240000.00	added
1803	332	179	240000.00	added
1804	332	179	240000.00	added
1805	332	179	240000.00	added
1806	1525	179	240000.00	added
1807	1637	179	240000.00	added
1808	1280	179	240000.00	cancelled
